Time,P3,F3,C3,Cz,T7,P4,F4,C4,T8
6.77,-65.04323697,627.960016,163.6976863,183.5610907,504.3154567,582.680784,443.8585129,29.21423724,195.5335261
6.772,-67.27858853,640.7004945,157.9535457,182.6670477,504.5613063,583.1501443,443.8135911,29.61651996,197.344073
6.774,-63.94802212,630.4857728,162.6473933,180.7671454,500.873318,583.6865823,441.3770676,26.75549701,188.5150935
6.776,-61.40017056,623.0426576,165.1058894,181.6167547,502.4155543,584.9830301,438.8292161,25.7273598,187.5540339
6.778,-60.28249478,630.6422669,163.4740535,183.2705633,503.5554469,587.486387,437.6885911,25.52618793,189.2751033
6.78,-60.03640103,629.8152406,165.1058894,183.6729071,503.0190699,587.7098977,436.7051926,24.56506732,189.3644587
6.782,-60.10378384,626.5966126,167.5643855,184.5669501,505.1201442,587.128782,437.4659348,25.95087054,192.4490534
6.784,-60.50612759,624.0483949,167.4530574,182.420954,504.4494899,584.9382913,437.0186692,24.90033343,189.7221247
6.786,-62.07058072,621.9921204,165.4857722,182.108454,500.2026637,584.9830301,439.8790207,23.76037982,187.6210505
6.788,-63.21071743,620.1368958,165.8436824,182.3315985,500.6496852,584.6030252,444.2823411,24.1403847,189.1186091
6.79,-64.50710415,620.1592347,166.2235652,181.9966376,502.3930934,583.6642434,443.2764817,22.4639931,182.5025202
6.792,-66.8313229,617.9016663,163.8095027,180.1636297,503.7566188,582.2113626,440.773552,22.97809222,183.1953913
6.794,-64.68581509,615.3983704,164.8822566,179.6494696,504.1365016,582.4796121,439.4102707,23.91687396,188.0457331
6.796,-63.52370572,617.4769837,162.6024715,180.8340399,503.1084254,585.0277078,441.0196457,24.9226723,188.9397761
6.798,-60.63991665,620.9862611,160.747491,182.108454,502.0354274,587.7322976,445.0655442,25.99554828,185.4306208
6.8,-57.60036587,622.5956361,164.2567683,183.2930243,503.9800074,588.9839456,444.9083176,27.26959613,185.7881648
6.802,-57.46608853,622.8191468,166.2460261,184.1646063,506.2600367,588.738096,444.3946457,28.72247699,190.0574519
6.804,-59.50026822,625.0319154,163.8544246,183.0024969,504.8293727,587.7769754,449.2003098,29.14715961,191.8902156
6.806,-61.40017056,628.6752259,161.641534,182.3765204,501.7226832,587.7322976,457.5147629,32.96930316,189.5879695
6.808,-64.23854947,635.090265,160.0990535,181.1245672,500.157986,585.4523904,457.5821457,26.75549701,191.9796931
6.81,-65.17751431,631.5363099,162.9823543,181.1025946,499.4651149,586.0111673,451.2784348,23.42511371,194.2594783
6.812,-63.38942837,613.6101624,163.3402644,181.3037665,497.5205348,587.6875589,446.0040207,27.49310687,194.8629939
6.814,-60.63991665,597.2263734,165.016534,180.2529852,496.8276637,587.0840432,444.5958176,27.98486712,191.7785212
6.816,-59.61208462,605.3623597,167.6093074,179.045954,497.0288356,585.1171243,440.1475754,25.25793841,185.8776423
6.818,-59.34352993,624.9648988,164.6810847,179.4707587,500.6721461,585.0947854,440.7960129,26.5990639,188.5597712
6.82,-59.52272915,631.692804,163.4296199,180.1860907,502.102566,584.0219095,449.132927,25.30267718,192.8067195
6.822,-59.99196743,629.5917298,163.407159,180.1411688,502.996609,582.8819558,451.7257004,25.7273598,194.1031062
6.824,-61.98122525,625.098932,163.1610652,180.1636297,504.9858668,582.9042947,451.0997239,29.43774798,198.5287654
6.826,-66.36208462,622.5284974,162.6473933,181.4155829,505.1648219,581.1384866,448.4405442,29.0577431,197.5675837
6.828,-68.70925259,621.8132874,162.0214168,182.3315985,502.9294703,578.9480569,445.3780442,28.32013324,194.7512995
6.83,-67.83718228,623.1766908,164.122491,183.7398016,502.3484156,579.283323,444.7296067,29.32599261,190.3479792
6.832,-66.31765103,626.3729798,165.865655,184.2764227,503.3764918,580.1326883,446.2501145,28.16370013,185.8553034
6.834,-64.73024868,626.6636292,166.2460261,182.6445868,500.4262965,580.0209329,448.5069504,27.56018451,184.6035945
6.836,-63.1882565,624.8978822,165.1283504,182.8906805,496.4475367,581.1608865,451.0108567,26.62140277,184.9164607
6.838,-61.46706509,624.1155335,165.9330379,182.1978094,496.1345485,583.1948831,450.898552,25.48144916,184.1789118
6.84,-61.26589322,623.8696839,166.8270808,182.8906805,499.7556422,583.2618997,448.7979661,26.21905902,185.7658259
6.842,-63.3000729,638.8676087,160.4789363,183.9409735,504.3376735,583.9995096,449.0665207,29.68359759,190.7726618
6.844,-60.57302212,628.1165101,165.5082332,184.1870672,503.1084254,583.9324929,447.5460129,28.92364886,191.5326716
6.846,-60.50612759,617.6781556,170.716241,184.9468329,503.1755641,580.7585428,445.2882004,27.24725726,190.7950007
6.848,-64.30593228,622.2603089,168.1459285,183.5835516,502.0801051,580.0879495,441.3321457,26.30847552,185.7658259
6.85,-65.89284634,621.9249818,164.5917293,180.8120672,500.0239528,578.7245462,436.5264817,26.21905902,186.4363581
6.852,-67.05495572,619.6675355,162.7587215,180.7002508,499.4651149,578.1657083,435.9229661,25.97320941,190.7950007
6.854,-67.50222134,615.8230531,160.3002254,179.1802313,497.7217067,576.8022439,437.4874192,24.36389545,189.5209529
6.856,-67.05495572,612.3807923,157.9086238,177.1460516,493.6535914,576.1987893,445.4893723,21.07818988,185.6988093
6.858,-67.4797604,612.0679261,157.50628,176.4531805,490.524441,574.4329812,447.0987473,20.67584613,184.5141169
6.86,-68.0163815,610.838556,159.6073543,177.0566962,492.2453883,571.7060525,441.7569504,22.35223773,185.9446589
6.862,-68.08327603,607.0610902,162.5800105,178.3306219,492.312527,571.4825418,434.4483567,25.34735492,184.4247615
6.864,-68.37380337,603.350763,161.4403621,178.151911,493.3406031,570.8790872,430.9161301,28.07428363,182.4801814
6.866,-68.59743618,603.4847962,160.6801082,179.761286,496.2910426,569.4262063,437.7559739,20.89935687,182.8601863
6.868,-69.58083462,598.8804261,164.5917293,180.0293524,493.3406031,569.6943948,435.945427,23.69330218,180.937945
6.87,-70.76540493,609.8998353,165.2177058,181.0801337,495.1289332,571.080198,430.961052,27.4037514,185.2517878
6.872,-70.742944,621.1650941,164.3905574,182.3989813,499.1296656,572.4884012,433.5987473,28.99066546,186.3023249
6.874,-67.52468228,620.3604066,168.1010066,183.5610907,501.4990504,572.868345,441.4669114,26.53198627,184.2682673
6.876,-65.33376431,620.4274232,169.844659,184.2988837,503.890652,574.1423929,446.6299973,26.5990639,185.9893366
6.878,-63.79177212,620.8297669,168.6596004,183.851618,503.3989528,574.47772,446.3839036,25.7049599,184.5812556
6.88,-64.35036587,619.4440247,165.6200496,182.7339422,502.9294703,573.5389383,445.8917161,23.60394671,184.6929499
6.882,-65.04323697,617.2982728,163.1610652,181.5942938,502.460232,572.6001565,444.8858567,23.2462807,184.8271052
6.884,-64.99880337,615.0853822,161.641534,182.0635321,500.6272242,571.5272805,445.1094895,24.36389545,188.0010554
6.886,-65.89284634,613.9231507,160.3451472,180.4316962,498.1909449,569.9403054,442.9864426,22.68750384,188.604571
6.888,-65.602319,614.772516,159.6298152,178.2412665,493.7876246,570.6331765,440.8633957,21.5028725,183.3742243
6.89,-68.03835415,613.0514466,157.7523738,176.386286,490.4797633,569.0238626,439.7452317,20.36291888,180.7143122
6.892,-69.04421353,612.1349427,157.684991,175.670954,488.5349391,568.8674295,440.4161301,20.45233539,180.8037898
6.894,-66.31765103,610.7715394,159.0487605,175.6260321,490.2785914,570.0073221,443.2764817,20.18408587,183.2624079
6.896,-65.91530728,607.2175843,156.5673152,173.9722235,487.3950465,567.5039651,439.7901536,19.17828754,181.3401667
6.898,-64.7976315,607.4410951,154.5780574,173.0557196,484.5342067,568.2862527,434.4483567,21.23462298,180.7143122
6.9,-64.35036587,626.9094788,147.0458308,173.8159735,485.8974879,571.2366922,434.1573411,22.77692035,183.3742243
6.902,-61.24343228,610.7268617,151.7172175,171.4243719,484.5342067,569.314451,441.1534348,18.66418841,183.0165583
6.904,-61.28835415,601.8978822,154.6674129,171.6475165,484.7800563,568.6662576,448.664177,16.13843158,183.3072077
6.906,-64.52956509,606.748224,154.8016902,173.323786,488.5349391,568.6662576,444.5508957,20.38525775,183.8212458
6.908,-65.19997525,608.4692933,157.0145808,175.6934149,492.4465602,570.0520608,437.6885911,25.14618304,187.710406
6.91,-65.0656979,607.6869447,159.9872371,177.0122626,492.2231715,571.259031,436.3253098,29.66125873,193.8571345
6.912,-65.31179165,607.5305726,164.1449519,177.7271063,493.184109,569.5603006,435.9005051,30.91296771,194.2371394
6.914,-66.42897915,603.8424622,163.250909,178.8447821,493.8772242,568.8003518,433.5538254,33.9080849,192.2702204
6.916,-66.25026822,599.081598,161.5966121,179.5825751,493.0053981,568.9791848,427.1837082,40.27832416,190.0574519
6.918,-63.36696743,609.2516419,168.0785457,178.9341376,494.4804957,566.5428445,432.9952317,29.72827533,189.4091365
6.92,-62.69655728,617.0971009,168.2797175,178.7329657,496.5146754,564.7546975,438.8067551,26.17438129,188.0904109
6.922,-63.97048306,616.8287904,166.7377254,178.4648993,496.3135035,563.3688943,436.2364426,25.6379433,185.1399714
6.924,-65.82595181,612.9396302,166.2904597,178.3755438,496.4253199,562.6983011,433.0176926,26.37555316,184.1117732
6.926,-67.07741665,609.6763246,168.3471004,179.9624579,497.9004176,563.1006448,431.8555832,26.10730365,181.5636775
6.928,-68.57497525,610.5927064,168.3246394,181.1470282,501.3425563,563.771177,434.6046067,25.54852679,183.5083796
6.93,-70.29616665,613.0514466,166.3798152,182.9351141,503.8459742,564.3746927,436.9512864,26.75549701,189.0739314
6.932,-70.45241665,614.4371888,166.0223933,184.7681219,504.0471461,564.3300149,438.0694504,28.23071673,193.0972468
6.934,-67.59157681,615.3760316,166.603448,185.460993,501.8789332,566.0064065,440.5274582,27.85077289,194.4383113
6.936,-65.37868618,613.341974,166.5140925,184.2764227,501.1638453,566.9004495,438.4044114,27.26959613,193.8124568
6.938,-63.97048306,612.6043031,167.0282527,182.1753485,502.2143824,566.0287454,436.8839036,26.42023089,189.3867976
6.94,-62.51784634,613.4984681,167.5199519,180.1411688,501.4990504,565.3358133,433.3077317,23.06750873,181.0273005
6.942,-60.84108853,613.9678285,167.2963191,178.3306219,501.1638453,566.3863504,431.2071457,21.16760638,179.7309138
6.944,-58.00270962,613.0291078,167.6762019,177.8613837,499.7556422,569.0685403,430.8497239,23.40277484,183.2848689
6.946,-58.09206509,608.6704652,166.0892879,179.5601141,495.7546656,567.1239602,428.0997239,22.79925921,184.4247615
6.948,-59.20974087,608.6034486,163.6532527,178.5767157,492.1335719,564.1958596,423.9649582,19.96057513,179.5074031
6.95,-60.0813229,609.5421693,163.6752254,178.3086493,491.0830348,563.771177,425.9991379,20.36291888,179.6190974
6.952,-61.28835415,608.335138,163.4740535,179.0684149,492.9382594,561.3124978,428.3008957,18.99945453,182.0778376
6.954,-60.50612759,607.6422669,164.3905574,179.2471258,494.257107,558.3844583,435.2755051,16.31726459,180.3344294
6.956,-58.02517056,608.513971,165.888116,181.0352118,498.1462672,559.9937722,440.6622239,17.5242348,182.0554988
6.958,-55.99099087,609.0057923,166.782159,182.0635321,500.7615016,562.5418679,433.9786301,20.51941302,184.8494441
6.96,-55.96852993,608.4469544,167.2518855,181.7730047,498.6826442,564.3970315,425.0382004,22.41925433,184.4024226
6.962,-55.92409634,611.8220765,164.9496394,182.1528876,493.6535914,567.4368875,420.8585129,27.78369525,184.2459284
6.964,-57.30983853,624.4283997,164.0555965,182.7339422,494.7712672,570.6779153,421.7071457,34.26568988,185.6541316
6.966,-54.69460415,605.8765199,173.7338191,184.3208563,499.3532985,569.9849832,429.3741379,27.18017962,189.7444636
6.968,-56.77321743,604.9376771,172.6161433,185.2153876,500.6050074,569.2697122,436.9962082,26.75549701,192.51607
6.97,-60.79665493,596.3323304,170.0902644,184.1646063,500.3591578,568.5097635,438.1807786,25.21326068,193.3877741
6.972,-62.18239712,605.9658753,169.5316707,183.3154852,501.7002223,568.8450296,435.2969895,26.28613666,196.2041804
6.974,-60.774194,631.2233216,169.7997371,183.0469305,505.7905543,570.0073221,434.0460129,27.02374652,197.8804499
6.976,-59.2766354,632.4973695,171.3641902,183.2256415,508.8528102,571.0131814,435.6778489,26.48730853,194.3042781
6.978,-57.555444,625.7247865,172.325616,180.1191962,509.8808863,572.3095681,437.242302,25.88379291,186.8835017
6.98,-55.29811978,619.8463685,172.146905,178.889704,510.3279078,571.5048806,437.5772629,25.7049599,183.3295466
6.982,-52.39235806,617.2982728,172.7504207,181.4824774,512.6079371,573.2483499,437.7784348,27.470768,186.8387019
6.984,-54.336694,614.6606996,171.1410457,182.5776922,510.305691,573.0695169,437.6885911,27.80603412,187.5987116
6.986,-56.43776822,609.9668519,168.6820613,181.9966376,505.857693,571.7507913,436.0577317,27.82843402,187.710406
6.988,-58.98610806,606.3905579,168.0116511,182.5776922,499.241482,569.1803567,433.5538254,28.0966225,189.4539363
6.99,-62.13747525,605.2059876,163.8319636,180.9458563,496.402859,568.2862527,431.9893723,26.57672504,186.3470027
6.992,-61.89186978,608.0446107,161.4623347,178.5542547,496.0229762,568.1298196,428.3682786,24.56506732,181.2061335
6.994,-59.36599087,609.2293031,162.6473933,180.4097235,495.7099879,568.3533304,427.4962082,25.88379291,181.6754939
6.996,-58.53884243,608.8269593,162.1332332,179.9399969,496.4699977,567.7721536,424.9708176,27.04608539,182.4130427
6.998,-57.15310025,609.7210023,160.6801082,178.4873602,497.0063746,569.1803567,426.7364426,27.20257953,180.6696345
7,-55.9016354,609.3409974,162.4012996,179.7168524,497.1404078,570.7672708,430.4249192,28.186039,181.1837947
7.002,-55.34255337,609.3633363,164.5472957,182.0410712,500.7168238,571.2366922,433.5313645,31.89642718,188.1127497
7.004,-54.91823697,610.7492005,166.4916316,181.4375555,501.8789332,571.5496194,438.5157395,32.90222552,194.661822
7.006,-55.07448697,612.5819642,168.1459285,181.1919501,503.4214137,570.4767434,447.4786301,31.5388222,194.8629939
7.008,-56.8625729,609.8103578,170.9843074,180.476618,503.6672633,566.3416726,457.179802,27.71661761,193.6560847
7.01,-59.05300259,606.9717347,173.4877254,182.4883368,504.9411891,563.8829934,455.0567551,29.01306537,194.1701228
7.012,-60.93093228,610.2127015,172.7279597,182.4883368,503.6001246,564.7993753,443.992302,35.09271625,190.1914851
7.014,-60.48366665,613.69964,170.1351863,181.3257391,503.6225856,565.0005471,440.1251145,27.470768,192.9184138
7.016,-59.1203854,615.3312318,165.4188777,180.4541571,504.0918238,568.59918,440.929802,27.22491839,189.5209529
7.018,-58.38259243,615.8230531,166.3353816,178.1968329,503.5554469,569.2473733,440.3038254,27.51550677,184.2906062
7.02,-57.93532681,611.0397279,166.2235652,176.9898016,506.2600367,566.3640115,433.8223801,26.5990639,184.9164607
7.022,-58.24831509,596.757013,167.2518855,177.436579,507.3105738,565.380552,429.9776536,27.02374652,184.4247615
7.024,-62.62966275,598.008722,167.2294246,176.4756415,503.7566188,565.0452249,435.4317551,25.97320941,182.547198
7.026,-65.69167447,615.4877259,166.8495418,176.4307196,500.5825465,564.9782083,440.1251145,26.97900775,185.6541316
7.028,-67.77028775,627.5129945,165.0609675,176.4531805,500.0461695,565.1793802,441.8467942,28.85657123,187.4422175
7.03,-72.15114712,636.4760072,158.8026668,177.1235907,500.9179957,564.6429422,443.836052,29.23657611,187.6210505
7.032,-71.03347134,633.838556,156.6791316,179.1353094,501.387234,564.7546975,444.1710129,30.19769671,188.0457331
7.034,-65.80349087,606.4352357,166.3353816,179.5156805,499.6885035,564.665281,443.3214036,28.94598773,189.0739314
7.036,-64.88698697,607.8881165,164.9496394,180.499079,501.0520289,566.2299173,446.5176926,30.62237933,190.9068171
7.038,-62.07058072,612.2914369,166.3353816,180.3648016,500.2473414,568.1298196,445.445427,28.78955462,185.7658259
7.04,-60.2375729,610.659723,163.7201472,173.6592352,494.8381617,567.168699,439.320427,23.62628558,180.401446
7.042,-59.09792447,614.0571839,166.8715144,178.2637274,499.0180934,565.2240579,435.9229661,27.94018939,184.8047663
7.044,-59.85769009,613.3643128,167.9222957,179.2471258,500.7615016,564.7546975,436.101677,29.57184222,187.1070124
7.046,-61.6906979,611.7102601,166.1561824,179.8281805,500.2698024,564.1958596,438.1358567,30.93530658,190.3479792
7.048,-63.43386197,611.8890931,167.2518855,179.7837469,501.3650172,562.6983011,439.2315598,29.14715961,191.1526667
7.05,-65.53493618,611.553888,168.8607722,179.4258368,499.6885035,560.7760598,439.1417161,27.291935,189.6103083
7.052,-64.19411587,610.1456849,172.5712215,180.1191962,498.3474391,561.4466531,443.3214036,28.49896625,191.2420222
7.054,-62.80837368,611.1067445,170.53753,180.4316962,496.5815699,563.4359109,446.0489426,31.62817767,194.7736384
7.056,-60.17067837,613.8336732,169.3080379,181.1025946,497.0957301,565.3134744,449.6475754,32.74579242,198.6404597
7.058,-57.53347134,614.5713441,171.5653621,180.8120672,501.4768336,565.9840066,449.1778489,33.63983539,198.0816218
7.06,-53.86745572,617.6334779,173.5995418,180.4316962,503.6001246,567.9509866,454.0059739,33.86334613,194.2594783
7.062,-51.40895962,620.472223,175.1420222,178.4204657,504.6506617,567.883909,460.398552,31.24823382,186.3916804
7.064,-54.24733853,617.5217835,174.4491511,178.5767157,506.6177028,566.6545999,454.2071457,33.55047992,185.7658259
7.066,-60.46120572,608.4022767,174.5604793,180.4316962,505.0530055,565.2687967,438.9854661,40.72534564,187.0398738
7.068,-62.92019009,610.123346,174.8959285,180.9907782,506.2375758,560.8207986,435.4981614,32.99164203,190.5044734
7.07,-64.23854947,611.5090882,172.1913386,179.8731024,504.7400172,559.7479226,438.5382004,29.66125873,188.2692439
7.072,-64.9538815,609.4974915,171.3641902,180.655329,502.3261988,560.0607888,439.1417161,31.5164223,188.5597712
7.074,-62.89772915,606.5023744,172.7948543,181.4155829,499.3757594,561.1784036,440.3262864,30.91296771,190.8396784
7.076,-62.56227993,605.3846986,172.325616,181.5049383,497.4087184,560.4854715,439.0528489,30.91296771,192.8513972
7.078,-63.05397915,605.1165101,166.5140925,181.7061102,499.9121363,561.0219705,434.8731614,31.73993304,194.1477839
7.08,-61.22145962,599.2156312,167.4530574,181.9292547,499.4873317,561.4242532,427.742302,31.80701068,189.7444636
7.082,-60.21560025,603.7754456,169.7103816,181.6611883,500.8061793,561.4913308,429.0167161,31.62817767,189.2751033
7.084,-59.88015103,621.1874329,170.3138972,181.2363837,501.8789332,560.1726053,436.3028489,28.78955462,187.9115779
7.086,-62.80837368,622.0367982,168.0116511,180.7002508,501.3425563,559.3008401,439.3428879,29.01306537,190.8620173
7.088,-65.89284634,618.3040101,165.7762996,180.0518133,497.9675563,559.323179,444.4835129,30.35412982,192.8290583
7.09,-68.73122525,623.5566956,163.6752254,181.1694891,498.2356227,558.786741,447.6358567,31.31525043,196.4723689
7.092,-68.821069,623.9367005,164.2343074,182.5107977,497.8110621,559.3455789,447.2999192,32.87988666,197.7240779
7.094,-64.37282681,618.684015,167.0507136,182.5107977,497.0735133,561.1337259,446.1378098,32.79047015,193.8124568
7.096,-62.02614712,612.6491029,167.7880183,181.6387274,496.2463649,561.9606912,445.3331223,31.69525531,192.8290583
7.098,-59.008569,611.2408997,169.3304988,182.0410712,496.5146754,563.6594217,448.9991379,32.38818744,194.9076716
7.1,-56.97438931,612.2914369,171.8339168,183.851618,500.0014918,566.5651834,451.0333176,33.70691302,194.8629939
7.102,-57.64479947,611.8667542,172.7054988,184.4551337,501.9460719,565.380552,446.9874192,32.81287005,194.9971491
7.104,-61.22145962,619.4216859,169.5985652,183.7847235,503.890652,562.7430398,445.7130051,34.46686175,197.9922663
7.106,-64.52956509,631.871515,166.3798152,184.6787665,505.1870387,559.6361062,451.0108567,34.01984027,200.3391902
7.108,-63.3445065,609.9668519,176.1698543,185.8633368,503.8012965,553.7129495,450.429802,30.51062396,201.8144099
7.11,-65.08815884,610.1010072,174.8734675,185.0811102,504.2929957,552.2600686,445.2667161,33.08105853,206.1282527
7.112,-65.31179165,611.6432435,174.7172175,183.1812079,504.0471461,553.6458719,438.9405442,33.93042377,200.0710017
7.114,-63.72487759,611.7102601,176.9520808,182.1528876,503.7788356,556.1045511,437.8008957,33.23755267,191.3538386
7.116,-61.22145962,613.5878236,176.2372371,182.108454,502.7507594,556.8198221,440.1700364,32.67871478,187.710406
7.118,-59.58962368,612.2020814,174.9408504,182.1528876,502.0578883,557.7809427,441.4883957,32.4105263,189.7444636
7.12,-59.09792447,608.9163148,174.0468074,181.4375555,500.7615016,558.1832864,441.0421067,31.24823382,191.9796931
7.122,-57.86843228,605.1165101,177.6898738,180.2979071,500.9402125,557.8703592,438.4044114,28.87891009,187.3305232
7.124,-58.04714322,601.0038392,182.6967097,181.0132391,501.5215113,556.4174783,436.2803879,29.25891498,187.0175349
7.126,-60.57302212,604.1554505,179.8358699,183.6279852,502.6167262,554.9422586,432.1905442,31.62817767,189.0069148
7.128,-64.61892056,605.1165101,174.7172175,184.3208563,499.621609,552.1259744,424.0098801,37.2608681,187.1963679
7.13,-64.68581509,604.5801331,174.2030574,184.4107001,499.8227809,550.6060159,431.6094895,30.53296283,191.2643611
7.132,-64.41774868,606.1223695,174.4935847,184.4551337,500.7837184,552.2377298,442.070427,30.95764545,195.0865046
7.134,-62.36110806,607.6199281,176.9076472,183.9858954,502.6167262,554.4058206,447.5684739,31.71759418,195.8018366
7.136,-60.59548306,605.8765199,179.0087215,183.5386297,503.5107692,555.8810403,448.6192551,33.14813617,196.1817195
7.138,-62.09304165,595.8405091,172.1913386,182.6895087,505.0083278,556.5292337,449.6251145,36.74676898,200.9203669
7.14,-61.46706509,588.7103822,173.6444636,183.5610907,507.3999293,559.144407,450.742302,39.22778705,206.0388972
7.142,-59.88015103,604.9153382,178.3827449,185.4385321,511.5127223,560.932554,450.898552,40.90417865,208.6763484
7.144,-59.05300259,619.1758363,179.8358699,185.2373602,512.809109,560.6643045,449.9151536,39.92071918,203.7143122
7.146,-60.68483853,615.0407044,177.2650691,184.8574774,507.6457789,558.429136,451.5919114,38.64667132,201.2108943
7.148,-64.30593228,608.8046204,173.7113582,183.1587469,502.5495875,555.9927957,447.2335129,39.18310931,202.2390925
7.15,-66.89870572,606.9047181,171.3197566,181.3482001,502.2143824,554.9199197,442.1817551,40.23364642,203.8708064
7.152,-66.09401822,608.2457826,170.3807918,178.2637274,502.5942653,554.2269876,440.7061692,38.33374408,199.4451472
7.154,-66.33962368,609.5198304,169.1737605,178.0181219,501.6777613,553.4000222,441.2208176,36.76910785,199.6686579
7.156,-66.45144009,618.8405091,169.084405,180.1191962,504.0471461,552.6400125,439.1866379,37.2608681,205.5023982
7.158,-64.149194,619.4216859,169.5761043,180.1636297,503.8684352,553.9587991,440.3712082,37.55139545,204.8095271
7.16,-62.40602993,610.659723,169.5092097,180.0073797,501.6555445,553.0646951,448.3507004,34.6903725,202.2614314
7.162,-63.41188931,601.4061829,171.0516902,180.2529852,500.8283961,551.9024026,452.9776536,33.75159076,201.3450495
7.164,-63.09890103,596.6005189,172.1019832,180.8340399,500.0461695,551.7012918,448.6192551,33.41632464,195.019488
7.166,-63.65749478,610.7492005,169.3973933,181.7280829,501.1860621,552.9753396,441.2432786,33.70691302,192.5384089
7.168,-64.17165493,615.4430482,170.5595027,183.4941962,503.3764918,552.3047464,438.2921067,34.53393939,195.7123591
7.17,-62.80837368,597.4498841,175.9911433,184.1196844,500.7390406,549.6002176,439.0753098,31.3599892,195.4218318
7.172,-63.70241665,599.8861634,172.303155,183.4268133,498.3699,548.0132425,440.2598801,29.12482074,191.8678767
7.174,-62.11550259,602.1884095,171.9008113,182.4434149,499.4651149,547.7673318,439.9688645,29.57184222,191.8008601
7.176,-61.26589322,602.099054,173.2640925,179.4707587,501.0520289,547.9014871,438.7169114,28.85657123,191.7113825
7.178,-59.50026822,599.7968079,172.8617488,178.4204657,502.0354274,549.9578225,438.5831223,29.48242572,191.4878718
7.18,-56.77321743,597.2710511,174.3817683,180.3198797,503.5554469,550.9636819,437.6671067,31.3599892,193.1866023
7.182,-57.08620572,600.0203187,174.5829402,183.0024969,505.6340602,553.4670388,435.0294114,40.23364642,195.5783259
7.184,-57.93532681,604.602472,171.4535457,183.851618,505.6565211,553.5787942,437.6885911,38.42309955,199.4674861
7.186,-59.09792447,607.1729066,170.1351863,184.0527899,504.605984,550.6730935,439.8790207,35.02563861,201.0320613
7.188,-59.70144009,605.1611878,170.7831355,183.6060126,500.2473414,551.5895364,437.6221848,37.84198382,201.9262263
7.19,-59.83522915,602.2778871,173.6444636,183.2930243,494.4582789,551.5671365,435.2305832,39.07135394,199.4674861
7.192,-60.21560025,603.2612855,168.3021785,182.8457587,495.2182887,552.5953347,437.7335129,41.12768939,198.4392878
7.194,-58.53884243,600.4450013,167.6093074,184.0527899,499.1074488,553.0200174,440.9747239,39.29486468,195.1088435
7.196,-56.97438931,587.5703675,169.844659,185.9976141,500.8283961,553.0200174,442.0479661,38.8478432,196.9417292
7.198,-55.11940884,593.8735902,173.1522761,185.9526922,501.5437281,555.5010354,440.5723801,39.85364154,197.4557673
7.2,-52.79470181,613.2078187,175.8348933,186.355036,502.7732203,557.0433328,443.3214036,40.03247455,197.0535456
7.202,-53.26394009,615.0853822,175.8348933,186.4443915,504.069607,556.1492898,446.5626145,40.92651752,198.930987
7.204,-54.26979947,612.8726136,179.0087215,187.6514227,506.9529078,555.3669412,455.9053879,41.70886615,203.3119685
7.206,-55.05202603,619.3545472,179.6791316,186.3774969,507.6235621,554.4952371,463.2598801,40.54657367,201.0320613
7.208,-58.06960415,623.3555238,178.3383113,183.874079,505.7458766,553.087095,454.3184739,41.3065224,199.7356745
7.21,-60.32741665,615.0853822,177.6898738,186.4668524,507.1540797,552.5729959,445.9815598,44.16754535,201.5238825
7.212,-60.66237759,605.8988587,178.3383113,187.5396063,507.7798121,550.3825052,442.382927,43.25110248,201.9262263
7.214,-57.04128384,603.6412904,180.4393855,187.9419501,508.4280055,549.6896341,444.6407395,41.95471576,201.5238825
7.216,-55.38747525,604.8706605,180.7518855,187.249079,508.0705836,550.9189431,446.5176926,41.08301166,201.1662165
7.218,-52.79470181,607.8881165,182.4955379,187.092829,508.9421656,553.7352884,447.7471848,41.44061664,201.9932429
7.22,-51.63259243,608.2904603,181.1542293,185.7739813,505.9245875,555.1434304,447.054802,39.42895892,197.8357722
7.222,-50.9172604,606.0328919,181.1991511,184.6563055,504.0918238,554.9869973,444.5508957,37.59613421,192.180865
7.224,-52.23610806,601.4061829,182.0262996,184.0752508,505.0752223,553.8917215,440.2598801,37.3278847,194.6841609
7.226,-55.96852993,594.4324281,182.7416316,184.4107001,504.0471461,550.6954324,435.789177,37.55139545,197.9922663
7.228,-59.76833462,595.3711488,178.7181941,184.9023993,504.2929957,548.5943582,432.6602707,38.44549945,201.7025935
7.23,-61.82497525,596.041681,173.9794246,182.8232977,501.0967067,546.8286111,431.4757004,35.96442035,201.5685603
7.232,-58.85183072,597.8969056,174.6722957,178.4873602,495.5534938,549.0861184,428.1221848,37.1714516,182.7036921
7.234,-57.64479947,597.7627503,175.3431941,178.1968329,496.0229762,548.4602639,429.9776536,34.37744525,179.3509089
7.236,-57.73415493,597.0922181,174.3817683,179.8731024,497.6992457,547.3203103,437.4434739,31.5164223,187.710406
7.238,-56.30397915,597.8522279,175.4769832,180.499079,501.2756617,547.9014871,442.2042161,34.44452289,188.3362605
7.24,-56.84011197,599.1039369,176.7958308,180.4541571,503.9800074,547.9461648,441.0421067,34.73511127,189.0515925
7.242,-57.53347134,598.6345765,177.6674129,182.4658758,505.2763942,548.3708474,431.5870286,36.00915912,190.8173396
7.244,-58.42751431,598.902765,178.2709285,183.6729071,508.2492945,549.1307962,423.3389817,38.98193744,193.3207575
7.246,-60.28249478,617.1641175,173.8900691,184.9468329,512.7866481,550.8966043,429.2628098,42.58057025,196.45003
