Time,P3,F3,C3,Cz,T7,P4,F4,C4,T8
27.888,43.98850132,-331.5556396,-103.427802,-120.757757,-297.352268,-238.879885,-241.2000808,-29.01208112,-160.7532171
27.89,39.69699741,-335.5342467,-104.7691106,-118.813421,-295.7875707,-240.668093,-242.2508621,-27.58153913,-160.1050237
27.892,38.64621616,-334.6178344,-105.4170598,-118.7016046,-293.2619359,-240.4221213,-242.9442214,-26.88866803,-159.4568303
27.894,39.22727085,-331.9132751,-106.7359075,-118.098089,-289.9985082,-239.7515891,-241.1561355,-27.33568952,-155.411176
27.896,44.65891147,-326.8617919,-104.8360051,-117.8295343,-287.6291234,-236.7117942,-238.6746902,-27.60393903,-155.4335149
27.898,50.0905521,-320.5809386,-100.2539739,-119.5956476,-288.2104222,-236.197634,-238.0262527,-27.38042829,-154.8299993
27.9,53.33127475,-318.1445983,-97.23639573,-119.2377374,-292.703098,-234.3425315,-235.6571121,-26.93334577,-156.2605413
27.902,53.75607944,-317.8093322,-95.64948167,-119.7518976,-292.1217992,-235.5047629,-237.4002761,-28.45330426,-161.5131048
27.904,51.81125522,-323.0619872,-96.65534105,-119.5282648,-289.842014,-236.7117942,-237.5789871,-26.84392926,-156.0817083
27.906,50.40354038,-325.2077392,-97.75055589,-117.1146906,-288.1879613,-235.482424,-236.5067214,-23.31237409,-150.1361516
27.908,49.2858646,-326.4147399,-99.87409105,-117.8969171,-289.4172094,-236.5553,-237.6912918,-24.94408795,-154.2264837
27.91,46.89426303,-328.180548,-101.4385442,-119.5282648,-292.6134984,-238.5670188,-240.1278152,-28.78857038,-164.4412053
27.912,45.48605991,-327.6664489,-102.0645207,-120.8246515,-294.1781957,-241.2714865,-242.4969558,-31.33666608,-168.1293157
27.914,46.29074741,-326.66062,-102.1538762,-121.6073663,-293.6864965,-242.0985129,-244.7762527,-33.10247418,-167.2351507
27.916,47.20725132,-324.4254516,-101.7066106,-121.4281671,-291.2277562,-242.6573508,-245.5809402,-32.83422467,-163.8824895
27.918,47.944556,-321.8102782,-98.9351262,-119.8192804,-287.897434,-242.7467063,-244.2176589,-30.39788434,-159.6356634
27.92,49.57639194,-320.3127196,-99.18121995,-119.5956476,-287.5844457,-239.8410666,-241.9159011,-28.60973737,-159.3896917
27.922,50.38107944,-320.8044494,-99.98590745,-117.9413507,-286.9587133,-237.628176,-240.0828933,-26.17339704,-156.7075628
27.924,51.9679935,-321.139746,-99.38239183,-117.5614679,-286.3998754,-236.3317893,-238.898323,-25.25695416,-154.7181829
27.926,49.97873569,-323.553717,-99.87409105,-117.8969171,-285.9750707,-235.3482688,-236.1043777,-23.22295758,-149.7784856
27.928,46.51389194,-326.5041564,-101.1929387,-119.3720148,-287.7409398,-236.8906272,-238.3621902,-23.33471295,-151.4772161
27.93,46.55881382,-323.7772277,-99.15875901,-120.8695734,-288.8586156,-238.6563742,-242.5418777,-26.64281842,-163.2118352
27.932,44.725806,-323.6654723,-98.04108323,-120.4672296,-288.769016,-239.5950949,-241.5799636,-25.1675987,-161.3119329
27.934,45.75412632,-321.676184,-97.01276292,-118.8353937,-286.1315648,-239.7069113,-240.2616043,-24.20647809,-154.4723333
27.936,50.44797397,-316.2223571,-95.87311448,-119.3944757,-285.4611547,-239.1033957,-239.8367996,-25.21227643,-153.622968
27.938,52.928931,-312.4225524,-94.55426683,-118.4110773,-283.9635961,-239.5727561,-240.8875808,-26.44164655,-154.8970159
27.94,54.04660678,-310.4556029,-94.62116136,-120.9364679,-285.9528539,-239.3715842,-240.1717605,-27.15685651,-159.7920354
27.942,54.65012241,-309.650946,-94.9116887,-121.6967218,-285.3493383,-239.0363791,-240.976448,-26.50866315,-157.4451116
27.944,54.94064975,-311.3720153,-94.44245042,-121.4281671,-284.5221898,-240.2434104,-241.5799636,-25.36877057,-153.1312688
27.946,52.928931,-312.9366515,-95.80621995,-122.367132,-287.9196508,-242.6796897,-243.6815261,-27.84978864,-155.76872
27.948,50.53732944,-314.5236266,-96.3648137,-120.8471124,-288.8139379,-242.3668235,-242.8768386,-27.11217877,-156.5957464
27.95,50.47043491,-310.5450194,-93.90631761,-110.766546,-285.0141332,-242.2996848,-239.9041824,-21.61364362,-152.2595647
27.952,48.95041538,-312.1990417,-95.22467698,-113.5380304,-287.3385961,-242.5008567,-239.5242996,-24.18407819,-156.5063909
27.954,45.73166538,-316.0211852,-97.10260667,-114.0971124,-288.4562719,-244.3784201,-239.9705886,-25.56988141,-155.0311712
27.956,44.6139896,-317.4516967,-97.10260667,-114.2533624,-285.3493383,-246.1218283,-239.2557449,-24.78759381,-152.2595647
27.958,48.23508335,-313.9871886,-95.58258714,-114.0746515,-283.4047582,-244.2890647,-237.5125808,-24.00530621,-152.2372259
27.96,51.09641147,-312.2660888,-96.00739183,-115.0136163,-283.9411351,-240.8021262,-237.5575027,-23.42412946,-153.9136175
27.962,54.82883335,-309.8521178,-95.47077073,-115.0580499,-284.4328344,-240.668093,-237.2440261,-22.17242047,-153.10893
27.964,57.51096225,-309.0697997,-94.55426683,-113.5604913,-283.0024144,-239.1704123,-236.2830886,-19.93725202,-150.7396673
27.966,55.79025913,-312.8696044,-96.87897386,-115.1254328,-286.0646703,-239.7962668,-237.6912918,-20.04900739,-151.499555
27.968,52.30344272,-315.887091,-99.18121995,-115.9076593,-289.4172094,-240.1762717,-238.2948074,-21.25603864,-152.6842473
27.97,50.62668491,-317.5634521,-99.31500901,-116.0863703,-291.0265844,-240.1762717,-237.9598464,-22.41833112,-158.2497991
27.972,48.6374271,-318.8374999,-100.8574895,-115.4603937,-291.9206273,-240.9586203,-237.8475418,-23.5806236,-160.1497014
27.974,46.2233646,-320.7597716,-100.6563176,-115.2147882,-290.6689183,-241.8303244,-237.3338699,-23.62530133,-152.8182805
27.976,45.88840366,-321.3855956,-99.49420823,-115.6615656,-292.4347875,-242.4785178,-235.5897293,-23.80413434,-148.5491155
27.978,48.52561069,-321.229132,-99.51618089,-116.1088312,-296.3017308,-240.5786154,-233.7791824,-22.59710309,-146.5821966
27.98,50.38107944,-320.7150634,-100.0752629,-117.226507,-295.362766,-239.3940451,-231.7010574,-22.0606651,-146.5821966
27.982,54.33713413,-315.9317687,-99.09186448,-119.3495538,-294.1113012,-235.482424,-231.9910964,-24.04998395,-157.4004339
27.984,56.57248569,-313.1825317,-98.39899339,-120.422796,-292.1664769,-233.1801779,-231.2537918,-23.78179547,-161.1332219
27.986,54.69504428,-314.1659911,-97.25885667,-118.4330499,-290.0431859,-233.9848654,-230.1590652,-20.85369489,-156.1040471
27.988,55.11936069,-315.2388671,-92.52008714,-116.488714,-289.7748754,-234.1860373,-229.8455886,-18.70794293,-154.4946721
27.99,53.33127475,-313.830725,-90.12848558,-114.7899835,-288.1655004,-235.7729514,-228.929573,-16.87505719,-151.1643499
27.992,47.43039585,-313.8754333,-95.76129808,-113.9628351,-285.4164769,-237.2034934,-228.8621902,-15.310482,-146.2245305
27.994,47.65402866,-313.9871886,-96.3648137,-112.1972101,-282.2424047,-235.4377463,-227.8787918,-13.45525739,-142.0223821
27.996,50.2023685,-311.6402343,-96.02936448,-112.7558038,-280.2084691,-235.147219,-229.2869949,-15.77984235,-145.2186712
27.998,52.52658725,-310.1426757,-94.28620042,-114.6781671,-279.0461156,-235.5494406,-230.1805496,-17.36681745,-146.3140081
28,52.772681,-310.6567748,-93.57086839,-114.0971124,-280.0966527,-235.5942404,-230.2703933,-17.54565045,-147.3645452
28.002,50.96213413,-313.7189696,-94.88971605,-113.0018976,-280.5883519,-235.7282737,-231.4100418,-18.99847028,-148.45976
28.004,50.69406772,-314.6800902,-94.10748948,-111.5267999,-278.5319555,-236.5553,-232.4832839,-19.66906354,-146.8280462
28.006,48.72678257,-317.5187438,-95.00153245,-111.5936945,-278.5990941,-239.1704123,-234.5623855,-20.85369489,-144.7046331
28.008,48.52561069,-316.8035033,-94.84479417,-112.6439874,-279.3813207,-240.5562766,-237.5575027,-22.23949811,-149.7338079
28.01,44.6139896,-319.2845519,-96.63288011,-114.141546,-280.8342015,-241.4503196,-239.5907058,-23.33471295,-150.8290227
28.012,42.20041538,-322.5478881,-98.8233098,-113.4042413,-285.1928441,-241.9196799,-238.2498855,-23.51354596,-150.9407171
28.014,43.7648685,-320.7150634,-98.1304387,-111.3476007,-288.7021215,-241.1821311,-236.1043777,-23.51354596,-153.0642522
28.016,48.30246616,-315.3506225,-95.00153245,-110.9232843,-284.6340062,-240.5562766,-237.1551589,-25.56988141,-158.8533147
28.018,50.17990757,-315.7529662,-96.70026292,-112.554632,-287.5844457,-241.2939475,-239.4793777,-27.49218366,-161.0214055
28.02,52.99631382,-315.0153564,-95.47077073,-108.6879328,-290.3561742,-240.310427,-238.6971511,-26.97808454,-158.9873479
28.022,54.538306,-312.8025268,-94.21881761,-103.5248468,-289.1938207,-240.2209494,-237.3563308,-27.38042829,-159.8591741
28.024,53.75607944,-313.0484069,-96.65534105,-103.4350031,-289.7526586,-241.5174582,-237.8026199,-26.55340192,-160.8425725
28.026,52.41477085,-315.2388671,-96.74469651,-103.1444757,-291.3620336,-243.0820334,-239.1444168,-24.58642194,-158.4062932
28.028,51.18576694,-315.5741637,-95.4483098,-102.0717218,-292.2113988,-240.8692649,-237.2664871,-23.69237897,-155.7910589
28.03,50.17990757,-315.7306274,-94.15192308,-100.2611749,-292.4347875,-238.8352072,-236.2157058,-22.35125348,-153.1312688
28.032,48.52561069,-319.3068908,-94.97907151,-98.31683901,-293.7089574,-236.6671164,-234.1600418,-18.8196983,-151.4548772
28.034,49.35275913,-319.9103759,-94.55426683,-96.46137026,-293.2619359,-236.9799826,-234.3612136,-17.94793317,-149.3314641
28.036,51.63254428,-317.8316711,-92.0733098,-95.99213197,-291.272434,-237.8516867,-234.6737136,-18.61852643,-148.1244329
28.038,54.02414585,-316.1329406,-90.4639348,-94.76263979,-288.9926488,-236.8682883,-235.4559402,-18.95379254,-145.6433538
28.04,54.4264896,-316.4458678,-90.35211839,-95.34369447,-285.8185765,-236.8234885,-235.5008621,-20.09374616,-144.190595
28.042,53.5773685,-317.4069884,-93.72711839,-98.96478822,-287.3832738,-240.668093,-238.6971511,-24.51940534,-151.3430608
28.044,53.7336185,-318.9269164,-93.90631761,-98.49554994,-286.8691137,-241.6068137,-239.9266433,-25.34637067,-153.1312688
28.046,52.03488803,-321.8102782,-93.90631761,-96.52875307,-287.0256078,-241.3386252,-238.7860183,-24.98876569,-150.605512
28.048,47.18479038,-326.0794738,-97.9741887,-97.51215151,-292.3676488,-243.4620383,-238.4061355,-25.43578717,-154.5393499
28.05,41.61887241,-329.7675231,-99.38239183,-96.66254213,-294.6698949,-244.8254416,-238.5409011,-24.40758893,-152.0137151
28.052,40.74729038,-330.3263,-98.84577073,-96.12640932,-293.9994847,-245.9206565,-239.7030105,-24.56408307,-150.5608342
28.054,44.25656772,-326.7053283,-95.87311448,-96.77435854,-292.8146703,-244.579592,-238.6971511,-24.38525006,-150.0243352
28.056,48.72678257,-319.08338,-92.09577073,-98.07074526,-291.272434,-243.2161887,-236.9539871,-23.24529645,-147.8339055
28.058,54.11350132,-310.2097228,-88.58649339,-98.85297182,-288.0092504,-241.9868186,-236.3944168,-22.57476422,-146.6268743
28.06,58.07004428,-305.717047,-86.99957933,-98.29437807,-285.4164769,-240.6904319,-235.679573,-21.61364362,-147.4762395
28.062,61.15451694,-304.8229735,-84.98786058,-96.88617494,-282.9352758,-240.1092551,-235.9705886,-21.16662213,-147.5657171
28.064,58.24875522,-308.0863097,-84.6748723,-95.88031557,-279.8061254,-240.3327658,-235.3885574,-21.30071637,-143.1400579
28.066,54.11350132,-312.6460631,-85.41266526,-94.22650697,-278.9120824,-242.2103293,-234.6737136,-21.07720563,-140.5696233
28.068,49.46457553,-314.7694762,-87.22272386,-93.60053041,-281.303684,-246.3006613,-235.2323074,-21.54656598,-140.8154729
28.07,45.73166538,-305.806433,-89.9273137,-95.34369447,-283.1364476,-248.2675803,-236.5731277,-22.30657575,-141.9553655
28.072,46.78244663,-300.7102416,-90.17340745,-96.14838197,-283.0470922,-249.0722678,-237.4676589,-22.28417584,-141.4189885
28.074,51.43137241,-302.7218993,-88.1616887,-96.64008119,-284.9245336,-248.7594016,-237.132698,-23.87115094,-147.923261
28.076,56.32639194,-303.6830199,-85.30084886,-98.62982729,-286.4892308,-247.8876975,-237.6463699,-25.74871442,-152.1700872
28.078,58.22629428,-307.4604858,-83.7139348,-98.78607729,-285.0141332,-246.7030051,-237.132698,-26.32989118,-153.287763
28.08,57.17600132,-313.1825317,-86.10553636,-98.96478822,-284.6117894,-246.2559836,-235.9481277,-26.44164655,-152.4830755
28.082,55.27609897,-316.0882323,-88.27350511,-99.41205385,-285.7292211,-247.7088645,-236.9754714,-26.68749616,-154.0476507
28.084,55.32053257,-314.9483092,-87.3570012,-96.66254213,-284.0082738,-246.7700217,-234.9422683,-24.20647809,-151.9242376
28.086,52.88449741,-316.2894042,-89.54743089,-95.83588197,-286.288059,-245.4289572,-234.5838699,-23.60296246,-154.5393499
28.088,48.10129428,-319.6868651,-93.61530198,-94.8300226,-289.484348,-246.2113059,-235.6121902,-22.95476911,-152.7959417
28.09,45.88840366,-320.9385741,-94.66608323,-93.51117494,-292.4347875,-245.116091,-236.9539871,-22.55242536,-156.2828801
28.092,43.4968021,-325.3418639,-95.94000901,-96.08148744,-294.2900121,-245.5631125,-237.4227371,-21.74773786,-155.1652044
28.094,43.16135288,-328.9404967,-98.06354417,-97.04242494,-295.9662816,-245.6748069,-236.8416824,-21.36779401,-150.0019964
28.096,44.77072788,-328.806372,-98.9351262,-96.32758119,-293.4406469,-246.0994895,-237.7801589,-23.53588483,-149.3984807
28.098,48.57053257,-326.1688903,-97.25885667,-93.62299135,-291.2055394,-245.8983176,-237.6912918,-23.80413434,-152.8854192
28.1,51.07395053,-322.480841,-95.00153245,-94.09222963,-289.7526586,-246.1441672,-239.5692214,-24.11706159,-159.9485296
28.102,51.14084507,-320.3797668,-93.50397386,-94.89691713,-287.9867894,-249.0499289,-241.9159011,-26.1063194,-158.3391546
28.104,51.319556,-318.815161,-91.5366887,-93.26508119,-286.4892308,-249.5864279,-242.0946121,-24.5417442,-154.0699895
28.106,51.23020053,-319.8209899,-90.3076848,-91.29828432,-285.3493383,-248.8934348,-240.8651199,-21.59130475,-149.9349798
28.108,50.76096225,-321.0950378,-91.67096605,-90.71722963,-286.5339086,-249.6534446,-238.3621902,-21.21129987,-144.5929387
28.11,49.03977085,-324.4030822,-94.10748948,-92.03607729,-292.0995824,-250.0557883,-237.7801589,-20.87603375,-144.190595
28.112,46.42453647,-328.8510802,-94.9116887,-92.77338197,-292.9489476,-250.5698264,-238.6297683,-19.5125694,-143.7435735
28.114,46.15647007,-330.3039611,-94.5991887,-92.43842104,-293.7758519,-250.815676,-238.2948074,-21.30071637,-146.2021917
28.116,48.07883335,-329.4769347,-94.01764573,-91.72308901,-291.4067113,-252.4920676,-237.9149246,-22.28417584,-144.1682561
28.118,48.83859897,-329.7228149,-95.15778245,-92.10297182,-293.060764,-253.9226096,-239.2332839,-24.18407819,-143.6094182
28.12,49.68820835,-330.3039611,-96.3648137,-94.06976869,-295.8547094,-254.9731467,-241.8709793,-27.76037213,-150.5160344
28.122,50.47043491,-331.1533263,-95.67194261,-93.2206476,-293.8652074,-254.749636,-242.7205886,-25.63695905,-148.5937932
28.124,52.928931,-330.4827636,-94.62116136,-93.42181947,-293.217014,-252.1792014,-242.429573,-25.3240318,-149.6891301
28.126,54.31467319,-329.4322265,-95.47077073,-94.11469057,-295.9662816,-250.6145041,-243.0106277,-27.38042829,-156.5063909
28.128,53.77854038,-327.733496,-94.19684495,-91.90179994,-295.2958715,-253.6320822,-244.3963699,-27.17925641,-153.0194524
28.13,51.58811069,-327.6217406,-93.6826848,-91.43256166,-293.8876683,-255.4201682,-245.9617996,-27.29101178,-150.6948675
28.132,50.53732944,-327.3982299,-92.67682542,-91.09711244,-291.8090551,-255.6660178,-246.8778152,-26.88866803,-149.7784856
28.134,51.23020053,-327.6217406,-91.93903245,-91.7675226,-290.4455297,-255.3754904,-246.8328933,-26.26281354,-146.4928411
28.136,52.41477085,-326.7276671,-92.27448167,-92.93012026,-294.133518,-252.2238791,-246.6092605,-27.33568952,-148.3479436
28.138,52.39279819,-328.180548,-94.39801683,-94.74017885,-295.6310765,-251.2180197,-248.1961746,-28.00622174,-152.5054143
28.14,54.20334507,-328.3593505,-94.28620042,-94.62885072,-291.5407445,-249.7875998,-247.1239089,-27.60393903,-150.5160344
28.142,57.22043491,-326.2359374,-93.25788011,-92.4159601,-288.3666722,-248.513552,-246.4080886,-27.38042829,-150.247846
28.144,58.33811069,-323.9560607,-92.94489183,-91.63373354,-287.1152074,-247.2395041,-247.1239089,-27.51452252,-151.4548772
28.146,55.8796146,-325.5206664,-94.21881761,-91.81244447,-288.7467992,-246.1666281,-246.6317214,-26.77691266,-149.4431585
28.148,54.15842319,-326.0794738,-93.61530198,-90.91840151,-289.7526586,-247.2170432,-246.4530105,-24.5417442,-145.8669866
28.15,52.57150913,-326.7723754,-94.17438401,-92.21478822,-291.987766,-247.1723654,-246.1629714,-23.02178571,-144.1011175
28.152,50.96213413,-328.4040588,-95.85065355,-92.77338197,-292.0102269,-246.5913108,-245.0448074,-24.20647809,-143.8552678
28.154,51.18576694,-329.7675231,-97.57184495,-94.00287416,-292.9711644,-245.7194846,-245.9393386,-25.97222516,-149.353803
28.156,51.34201694,-330.594519,-98.1304387,-96.05902651,-292.0771215,-245.7194846,-246.5653152,-27.76037213,-152.192426
28.158,49.75510288,-329.1863769,-97.46002855,-97.64594057,-291.2948949,-245.3171408,-248.0399246,-29.90612409,-150.8513616
28.16,51.52072788,-325.2748168,-96.4092473,-97.64594057,-292.0995824,-243.685549,-247.9950027,-29.95086286,-153.2206243
28.162,54.94064975,-320.5138915,-96.47663011,-97.06488588,-292.3007543,-241.7186301,-249.5379714,-30.66613385,-154.9864934
28.164,56.39377475,-318.5469421,-96.18610276,-95.41107729,-292.3901097,-240.4669211,-249.6492996,-29.68261334,-153.2429632
28.166,56.6843021,-317.7199157,-96.47663011,-94.89691713,-291.8537328,-239.1033957,-249.6942214,-28.96734235,-150.9407171
28.168,54.09152866,-320.9832824,-98.24225511,-96.10394838,-295.206516,-240.131594,-250.8114089,-28.65447614,-151.9018987
28.17,50.3586185,-324.8054259,-100.0977239,-95.83588197,-296.972141,-241.6738303,-250.9012527,-27.82744977,-152.2595647
28.172,48.14572788,-325.7218383,-102.2656926,-94.9862726,-298.3356664,-241.6961692,-249.7166824,-27.8721275,-154.0029729
28.174,45.9108646,-327.4205688,-104.8135442,-95.92523744,-299.2074926,-241.4503196,-248.554573,-28.83324811,-153.9582952
28.176,44.4577396,-332.5167602,-106.9820012,-97.44476869,-299.1403539,-241.7633078,-248.4422683,-29.83910748,-151.9912542
28.178,45.77658725,-333.6790526,-108.1441106,-97.60150697,-299.2743871,-240.310427,-248.5321121,-29.90612409,-148.8397649
28.18,46.58127475,-334.2825683,-108.7700871,-97.24359682,-297.866184,-236.3317893,-245.492073,-28.78857038,-144.9951604
28.182,48.39182163,-331.7121032,-108.077216,-99.68012026,-298.7155492,-234.2530539,-245.6258621,-30.3308067,-152.4383977
28.184,51.9679935,-326.0347655,-106.8477239,-102.3622492,-300.8166234,-234.2978537,-248.6883621,-35.15880963,-167.6598333
28.186,51.43137241,-325.2748168,-108.412177,-101.6469171,-299.9450414,-233.9178488,-248.6659011,-33.48241803,-163.3236516
28.188,47.92209507,-326.6382506,-110.5357121,-101.2445734,-298.1791722,-233.7390158,-248.9119949,-33.86242291,-159.8367132
28.19,43.16135288,-328.5828612,-111.1392278,-99.68012026,-298.4696996,-235.2142356,-249.9842605,-33.5271568,-158.6968206
28.192,42.28977085,-326.4147399,-111.0049504,-98.24945619,-297.9780004,-235.6612571,-249.3143386,-31.8507652,-155.0311712
28.194,44.70383335,-325.0289367,-111.4971379,-98.13763979,-298.581516,-235.3259299,-250.476448,-33.54949567,-161.7366155
28.196,48.50363803,-323.8443053,-110.2676457,-99.23334291,-299.6095922,-233.5825217,-250.8338699,-35.76232526,-167.0564397
28.198,47.8327396,-324.9618896,-110.4238957,-101.3563898,-299.810764,-234.5660422,-252.3094558,-36.14226911,-166.2517522
28.2,45.08371616,-329.1863769,-112.3237981,-101.9374445,-300.3249242,-235.8847678,-254.7235183,-37.05871198,-162.4742864
28.202,43.25070835,-332.6955932,-113.5083684,-100.797796,-298.7602269,-237.449343,-256.5780105,-37.59514996,-156.5063909
28.204,43.29563022,-332.9638122,-114.111884,-100.1718195,-297.1286351,-237.449343,-256.8016433,-37.52807233,-159.0098089
28.206,42.44602085,-332.717932,-113.4639348,-103.5917413,-296.972141,-239.6622336,-259.5291824,-40.1879234,-166.2294134
28.208,41.70871616,-330.6392272,-113.061591,-104.5976007,-296.2345922,-240.1762717,-260.8026199,-40.79143903,-166.9446233
28.21,41.06027866,-329.9016173,-113.5083684,-104.2846124,-297.3969457,-241.1374533,-261.742073,-40.67968366,-165.6929143
28.212,39.36154819,-331.8685668,-115.74372,-104.351507,-301.6659887,-241.2939475,-260.445198,-38.75744245,-161.5354436
28.214,39.92014194,-331.1980346,-116.5259465,-104.4188898,-302.8061254,-240.0198996,-258.679573,-38.55627057,-160.7085393
28.216,42.60275913,-328.4711059,-116.3023137,-104.6200617,-301.0402562,-241.0256369,-258.2547683,-38.33275983,-161.9825872
28.218,43.27316928,-328.9181579,-117.3081731,-107.391546,-302.0461156,-242.2326682,-259.7967605,-39.80797955,-165.4694036
28.22,42.49094272,-328.6275695,-115.6768254,-106.519964,-299.0509984,-241.897341,-260.3114089,-41.10436627,-164.6647161
28.222,39.36154819,-332.0026916,-116.4815129,-106.7431085,-298.0226781,-241.740969,-260.4901199,-41.37261579,-161.6919378
28.224,38.55686069,-335.0201781,-117.9341496,-108.7103937,-298.1120336,-243.1267112,-261.8758621,-42.24431989,-159.9038518
28.226,37.28293491,-337.2329772,-118.8506535,-107.4359796,-296.3910863,-243.5290549,-260.9598464,-40.81377789,-157.5792669
28.228,38.132056,-335.1989806,-118.045966,-103.5023859,-295.4970433,-242.4115012,-258.9256668,-39.27154157,-157.0651067
28.23,38.31125522,-333.9025939,-118.1802434,-102.9213312,-302.1801488,-242.1208518,-258.8807449,-39.71856305,-159.5908635
28.232,37.55100132,-333.9472716,-119.0293645,-103.4130304,-306.5610082,-241.3833029,-257.2938308,-39.69622418,-158.2497991
28.234,40.70285678,-331.2203734,-118.202216,-104.3739679,-307.7233617,-239.5504172,-253.9188308,-38.48919293,-159.5685247
28.236,45.44113803,-326.0347655,-116.9058293,-104.5976007,-309.3102758,-236.8682883,-252.3758621,-38.86919782,-167.0116399
28.238,48.30246616,-323.7101806,-116.1236028,-105.0892999,-310.6515844,-236.7564719,-254.2762527,-41.28319928,-173.0466741
28.24,46.93869663,-327.1747192,-117.0401067,-107.2797296,-311.8583715,-238.7233908,-255.773323,-43.69713971,-173.2701848
28.242,45.03879428,-330.1027892,-116.8613957,-106.8104913,-309.3774144,-239.0140403,-255.2147293,-43.16070172,-170.0067571
28.244,46.73752475,-328.4711059,-115.7661809,-103.3236749,-304.8400609,-238.2763694,-251.7723464,-39.18212506,-163.8376897
28.246,45.55295444,-329.7228149,-116.9282903,-103.8373468,-306.4047582,-240.4445822,-251.8172683,-37.6622276,-162.1837591
28.248,43.4968021,-331.6673949,-117.9566106,-103.8822687,-308.751682,-242.076174,-253.3377761,-36.65636823,-161.3343938
28.25,40.45676303,-331.9579833,-119.9907903,-103.8153742,-312.2384984,-244.2667258,-255.6619949,-37.68456647,-166.0505803
28.252,40.90402866,-329.9686645,-119.1636418,-103.3236749,-313.6467015,-244.7137473,-256.0418777,-39.13738629,-170.1409124
28.254,41.46262241,-331.3768371,-119.0069035,-103.6361749,-314.7641332,-243.506716,-255.7069168,-39.45031354,-168.8445257
28.256,39.96506382,-333.0532287,-120.1470403,-105.8715265,-315.1442601,-242.9926779,-257.0252761,-41.23846051,-169.0680364
28.258,40.52365757,-334.4613708,-120.9517278,-105.8939874,-312.9313695,-241.5397971,-256.5116043,-40.74676129,-167.9504827
28.26,42.6921146,-332.2038634,-118.96247,-104.2846124,-310.3608129,-240.8468039,-257.3162918,-39.85265729,-165.8270696
28.262,42.13303257,-333.6120055,-118.6944035,-105.4247492,-310.2267797,-242.4785178,-259.4842605,-41.17144391,-165.4917425
28.264,41.46262241,-334.6178344,-119.2529973,-106.3856867,-310.6066625,-242.7020285,-259.5955886,-41.84197614,-167.3469671
28.266,42.82590366,-331.8238586,-116.6826848,-104.1503351,-309.4445531,-241.562136,-258.1873855,-41.39495465,-174.4772161
28.268,43.25070835,-329.8792785,-116.1909856,-103.1893976,-308.4386937,-241.6738303,-259.3504714,-42.71368024,-180.3556341
28.27,43.09445835,-330.9521545,-116.5933293,-101.6024835,-308.03635,-239.3269065,-258.4559402,-39.94207379,-173.583051
28.272,43.4968021,-332.2709106,-116.5933293,-100.9096124,-309.3102758,-238.6340354,-257.1375808,-40.32207868,-170.7891057
28.274,43.51877475,-332.8520568,-117.5767278,-102.2059992,-310.4726293,-238.4998801,-257.6512527,-42.24431989,-171.459638
28.276,45.01633335,-332.1591552,-118.8281926,-103.5023859,-312.0820043,-237.4941428,-258.5457839,-43.18310163,-174.2760442
28.278,45.82102085,-329.9910338,-116.8389348,-102.563421,-308.7067601,-237.2258322,-258.523323,-43.3618736,-171.2137884
28.28,44.94943882,-332.0920775,-117.2637395,-103.3905695,-307.656223,-238.0751975,-259.1492996,-43.76421735,-168.5539983
28.282,44.25656772,-336.9647582,-118.9849309,-103.6586359,-309.0422094,-239.9974387,-259.5291824,-44.07714459,-171.1691106
28.284,45.32932163,-338.4176391,-118.4707707,-102.8764093,-309.0197484,-239.9974387,-259.2606277,-43.85363385,-175.5947698
28.286,43.96604038,-340.9433654,-119.7671575,-102.9213312,-309.1091039,-239.3269065,-259.1492996,-41.93139264,-173.6053899
28.288,42.60275913,-342.1056579,-119.0967473,-102.2728937,-311.3219945,-238.7681906,-259.5731277,-40.65734479,-171.7054876
28.29,41.12717319,-343.7373412,-120.1470403,-102.8539484,-314.2052953,-237.7623313,-257.6961746,-38.6009483,-169.2021917
28.292,39.83078647,-344.8996337,-120.8174504,-103.8153742,-315.881809,-237.4270041,-256.2655105,-37.28222272,-165.9164251
28.294,41.41770053,-340.8763183,-119.655341,-104.3964288,-316.3959691,-235.8847678,-254.4549636,-38.39977643,-169.2915471
28.296,43.87668491,-339.0658324,-119.655341,-104.7538507,-314.0712621,-236.4882834,-253.9637527,-37.68456647,-168.6880315
28.298,45.55295444,-338.1941283,-119.7446965,-104.5526788,-312.0595433,-238.6563742,-254.8123855,-38.10924909,-166.6987737
28.3,43.6530521,-338.5070251,-119.5210637,-104.3295343,-312.3725316,-239.2822287,-254.6112136,-39.83031842,-169.9174016
28.302,41.66379428,-340.9880736,-120.1470403,-104.3295343,-311.8361547,-239.1928733,-252.3543777,-38.55627057,-167.3693059
28.304,42.6921146,-342.1280273,-120.393134,-103.4350031,-311.3444555,-239.0140403,-251.3260574,-38.22100446,-164.9777044
28.306,42.803931,-341.5915893,-120.3482121,-104.4408624,-312.2831762,-240.0422385,-254.6112136,-40.70202252,-169.2692083
28.308,43.09445835,-340.3622497,-118.96247,-105.782171,-314.3842504,-239.0140403,-255.2371902,-41.28319928,-174.4100774
28.31,41.75314975,-341.7927611,-118.8057317,-102.9882257,-315.3676488,-237.9411643,-253.7625808,-38.95861432,-171.1467717
28.312,37.66281772,-344.0055602,-121.5327825,-101.2445734,-317.133518,-237.1588156,-251.5272293,-37.59514996,-168.6210149
